Ticker;CÓDIGO;EMPRESA;SETOR ECONÔMICO;SUBSETOR;SEGMENTO
INEP4.SA;INEP;INEPAR      ;Bens Industriais;Máquinas e Equipamentos;Máq. e Equip. Industriais
LPSB3.SA;LPSB;LOPES BRASIL;Financeiro;Exploração de Imóveis;Intermediação Imobiliária
TPIS3.SA;TPIS;TRIUNFO PART;Bens Industriais;Transporte;Exploração de Rodovias
UNIP6.SA;UNIP;UNIPAR      ;Materiais Básicos;Químicos;Químicos Diversos
UNIP3.SA;UNIP;UNIPAR      ;Materiais Básicos;Químicos;Químicos Diversos
UNIP5.SA;UNIP;UNIPAR      ;Materiais Básicos;Químicos;Químicos Diversos
SYNE3.SA;SYNE;SYN PROP TEC;Financeiro;Exploração de Imóveis;Exploração de Imóveis
FIQE3.SA;FIQE;UNIFIQUE;Comunicações;Telecomunicações;Telecomunicações
HAGA4.SA;HAGA;HAGA S/A    ;Bens Industriais;Construção e Engenharia;Produtos para Construção
HAGA3.SA;HAGA;HAGA S/A    ;Bens Industriais;Construção e Engenharia;Produtos para Construção
FHER3.SA;FHER;FER HERINGER;Materiais Básicos;Químicos;Fertilizantes e Defensivos
FRTA3.SA;FRTA;POMIFRUTAS;Consumo não Cíclico;Agropecuária;Agricultura
LOGN3.SA;LOGN;LOG-IN      ;Bens Industriais;Transporte;Transporte Hidroviário
IGTI3.SA;IGTI;IGUATEMI S.A;Financeiro;Exploração de Imóveis;Exploração de Imóveis
IGTI3.SA;IGTI;IGUATEMI S.A;Financeiro;Exploração de Imóveis;Exploração de Imóveis
IGTI4.SA;IGTI;IGUATEMI S.A;Financeiro;Exploração de Imóveis;Exploração de Imóveis
IGTI4.SA;IGTI;IGUATEMI S.A;Financeiro;Exploração de Imóveis;Exploração de Imóveis
MELK3.SA;MELK;MELNICK;Consumo Cíclico;Construção Civil;Incorporações
TGMA3.SA;TGMA;TEGMA       ;Bens Industriais;Transporte;Transporte Rodoviário
AGXY3.SA;AGXY;AGROGALAXY;Consumo não Cíclico;Agropecuária;Agricultura
PDTC3.SA;PDTC;PADTEC;Tecnologia da Informação;Programas e Serviços;Programas e Serviços
SANB3.SA;SANB;SANTANDER BR;Financeiro;Intermediários Financeiros;Bancos
SANB4.SA;SANB;SANTANDER BR;Financeiro;Intermediários Financeiros;Bancos
PDGR3.SA;PDGR;PDG REALT   ;Consumo Cíclico;Construção Civil;Incorporações
TCSA3.SA;TCSA;TECNISA     ;Consumo Cíclico;Construção Civil;Incorporações
VITT3.SA;VITT;VITTIA;Materiais Básicos;Químicos;Fertilizantes e Defensivos
RPMG3.SA;RPMG;PET MANGUINH;Petróleo, Gás e Biocombustíveis;Petróleo, Gás e Biocombustíveis;Exploração, Refino e Distribuição
OSXB3.SA;OSXB;OSX BRASIL  ;Petróleo, Gás e Biocombustíveis;Petróleo, Gás e Biocombustíveis;Equipamentos e Serviços
PFRM3.SA;PFRM;PROFARMA    ;Saúde;Comércio e Distribuição;Medicamentos e Outros Produtos
CSUD3.SA;CSUD;CSU DIGITAL;Financeiro;Serviços Financeiros Diversos;Serviços Financeiros Diversos
JFEN3.SA;JFEN;JOAO FORTES ;Consumo Cíclico;Construção Civil;Incorporações
RSID3.SA;RSID;ROSSI RESID ;Consumo Cíclico;Construção Civil;Incorporações
NINJ3.SA;NINJ;GETNINJAS;Tecnologia da Informação;Programas e Serviços;Programas e Serviços
BRPR3.SA;BRPR;BR PROPERT  ;Financeiro;Exploração de Imóveis;Exploração de Imóveis
EUCA4.SA;EUCA;EUCATEX     ;Materiais Básicos;Madeira e Papel;Madeira
EUCA3.SA;EUCA;EUCATEX     ;Materiais Básicos;Madeira e Papel;Madeira
DEXP3.SA;DEXP;DEXXOS PAR;Materiais Básicos;Químicos;Petroquímicos
DEXP4.SA;DEXP;DEXXOS PAR;Materiais Básicos;Químicos;Petroquímicos
CTSA4.SA;CTSA;SANTANENSE  ;Consumo Cíclico;Tecidos, Vestuário e Calçados;Fios e Tecidos
CTSA3.SA;CTSA;SANTANENSE  ;Consumo Cíclico;Tecidos, Vestuário e Calçados;Fios e Tecidos
CTSA8.SA;CTSA;SANTANENSE  ;Consumo Cíclico;Tecidos, Vestuário e Calçados;Fios e Tecidos
ALUP3.SA;ALUP;ALUPAR;Utilidade Pública;Energia Elétrica;Energia Elétrica
ALUP4.SA;ALUP;ALUPAR;Utilidade Pública;Energia Elétrica;Energia Elétrica
BEES3.SA;BEES;BANESTES    ;Financeiro;Intermediários Financeiros;Bancos
BEES4.SA;BEES;BANESTES    ;Financeiro;Intermediários Financeiros;Bancos
ENGI4.SA;ENGI;ENERGISA    ;Utilidade Pública;Energia Elétrica;Energia Elétrica
ENGI3.SA;ENGI;ENERGISA    ;Utilidade Pública;Energia Elétrica;Energia Elétrica
ALLD3.SA;ALLD;ALLIED;Consumo Cíclico;Comércio Varejista;Eletrodomésticos
LVTC3.SA;LVTC;WDC NETWORKS;Tecnologia da Informação;Programas e Serviços;Programas e Serviços
CAMB3.SA;CAMB;CAMBUCI     ;Consumo Cíclico;Tecidos, Vestuário e Calçados;Calçados
UCAS3.SA;UCAS;UNICASA;Consumo Cíclico;Utilidades Domésticas;Móveis
PMAM3.SA;PMAM;PARANAPANEMA;Materiais Básicos;Siderurgia e Metalurgia;Artefatos de Cobre
EQPA3.SA;EQPA;EQTL PARA;Utilidade Pública;Energia Elétrica;Energia Elétrica
EQPA7.SA;EQPA;EQTL PARA;Utilidade Pública;Energia Elétrica;Energia Elétrica
EQPA5.SA;EQPA;EQTL PARA;Utilidade Pública;Energia Elétrica;Energia Elétrica
EQPA6.SA;EQPA;EQTL PARA;Utilidade Pública;Energia Elétrica;Energia Elétrica
ATOM3.SA;ATOM;ATOMPAR;Outros;Outros;Outros
BIOM3.SA;BIOM;BIOMM       ;Saúde;Medicamentos e Outros Produtos;Medicamentos e Outros Produtos
LAND3.SA;LAND;TERRASANTAPA;Consumo não Cíclico;Agropecuária;Agricultura
DESK3.SA;DESK;DESKTOP;Comunicações;Telecomunicações;Telecomunicações
HOOT4.SA;HOOT;HOTEIS OTHON;Consumo Cíclico;Hoteis e Restaurantes;Hotelaria
DMVF3.SA;DMVF;D1000VFARMA;Saúde;Comércio e Distribuição;Medicamentos e Outros Produtos
NEXP3.SA;NEXP;NEXPE;Financeiro;Exploração de Imóveis;Intermediação Imobiliária
ELMD3.SA;ELMD;ELETROMIDIA;Comunicações;Mídia;Publicidade e Propaganda
CEBR6.SA;CEBR;CEB         ;Utilidade Pública;Energia Elétrica;Energia Elétrica
CEBR3.SA;CEBR;CEB         ;Utilidade Pública;Energia Elétrica;Energia Elétrica
CEBR5.SA;CEBR;CEB         ;Utilidade Pública;Energia Elétrica;Energia Elétrica
CTNM4.SA;CTNM;COTEMINAS   ;Consumo Cíclico;Tecidos, Vestuário e Calçados;Fios e Tecidos
CTNM3.SA;CTNM;COTEMINAS   ;Consumo Cíclico;Tecidos, Vestuário e Calçados;Fios e Tecidos
AVLL3.SA;AVLL;ALPHAVILLE;Consumo Cíclico;Construção Civil;Incorporações
BAHI3.SA;BAHI;BAHEMA      ;Consumo Cíclico;Diversos;Serviços Educacionais
REDE3.SA;REDE;REDE ENERGIA;Utilidade Pública;Energia Elétrica;Energia Elétrica
BOBR4.SA;BOBR;BOMBRIL     ;Consumo não Cíclico;Produtos de Cuidado Pessoal e de Limpeza;Produtos de Limpeza
SNSY5.SA;SNSY;SANSUY      ;Materiais Básicos;Materiais Diversos;Materiais Diversos
SNSY3.SA;SNSY;SANSUY      ;Materiais Básicos;Materiais Diversos;Materiais Diversos
SNSY6.SA;SNSY;SANSUY      ;Materiais Básicos;Materiais Diversos;Materiais Diversos
VSTE3.SA;VSTE;VESTE;Consumo Cíclico;Comércio Varejista;Tecidos, Vestuário e Calçados
EALT4.SA;EALT;ACO ALTONA  ;Bens Industriais;Máquinas e Equipamentos;Máq. e Equip. Industriais
EALT3.SA;EALT;ACO ALTONA  ;Bens Industriais;Máquinas e Equipamentos;Máq. e Equip. Industriais
CGRA3.SA;CGRA;GRAZZIOTIN  ;Consumo Cíclico;Comércio Varejista;Tecidos, Vestuário e Calçados
CGRA4.SA;CGRA;GRAZZIOTIN  ;Consumo Cíclico;Comércio Varejista;Tecidos, Vestuário e Calçados
COCE5.SA;COCE;COELCE      ;Utilidade Pública;Energia Elétrica;Energia Elétrica
COCE3.SA;COCE;COELCE      ;Utilidade Pública;Energia Elétrica;Energia Elétrica
COCE6.SA;COCE;COELCE      ;Utilidade Pública;Energia Elétrica;Energia Elétrica
MTSA4.SA;MTSA;METISA      ;Bens Industriais;Máquinas e Equipamentos;Máq. e Equip. Construção e Agrícolas
MTSA3.SA;MTSA;METISA      ;Bens Industriais;Máquinas e Equipamentos;Máq. e Equip. Construção e Agrícolas
WLMM4.SA;WLMM;WLM IND COM ;Bens Industriais;Comércio;Material de Transporte
WLMM3.SA;WLMM;WLM IND COM ;Bens Industriais;Comércio;Material de Transporte
EPAR3.SA;EPAR;EMBPAR S/A;Bens Industriais;Comércio;Material de Transporte
RDNI3.SA;RDNI;RNI;Consumo Cíclico;Construção Civil;Incorporações
CEDO4.SA;CEDO;CEDRO       ;Consumo Cíclico;Tecidos, Vestuário e Calçados;Fios e Tecidos
CEDO3.SA;CEDO;CEDRO       ;Consumo Cíclico;Tecidos, Vestuário e Calçados;Fios e Tecidos
BPAC3.SA;BPAC;BTGP BANCO;Financeiro;Intermediários Financeiros;Bancos
BPAC5.SA;BPAC;BTGP BANCO;Financeiro;Intermediários Financeiros;Bancos
APER3.SA;APER;ALPER S.A.;Financeiro;Previdência e Seguros;Corretoras de Seguros e Resseguros
RSUL4.SA;RSUL;RIOSULENSE  ;Bens Industriais;Material de Transporte;Material Rodoviário
PTNT4.SA;PTNT;PETTENATI   ;Consumo Cíclico;Tecidos, Vestuário e Calçados;Fios e Tecidos
PTNT3.SA;PTNT;PETTENATI   ;Consumo Cíclico;Tecidos, Vestuário e Calçados;Fios e Tecidos
GEPA3.SA;GEPA;GER PARANAP ;Utilidade Pública;Energia Elétrica;Energia Elétrica
GEPA4.SA;GEPA;GER PARANAP ;Utilidade Pública;Energia Elétrica;Energia Elétrica
CLSC4.SA;CLSC;CELESC      ;Utilidade Pública;Energia Elétrica;Energia Elétrica
CLSC3.SA;CLSC;CELESC      ;Utilidade Pública;Energia Elétrica;Energia Elétrica
DOHL4.SA;DOHL;DOHLER      ;Consumo Cíclico;Tecidos, Vestuário e Calçados;Fios e Tecidos
DOHL3.SA;DOHL;DOHLER      ;Consumo Cíclico;Tecidos, Vestuário e Calçados;Fios e Tecidos
EMAE4.SA;EMAE;EMAE        ;Utilidade Pública;Energia Elétrica;Energia Elétrica
EMAE3.SA;EMAE;EMAE        ;Utilidade Pública;Energia Elétrica;Energia Elétrica
MNPR3.SA;MNPR;MINUPAR     ;Consumo não Cíclico;Alimentos Processados;Carnes e Derivados
CRPG5.SA;CRPG;CRISTAL;Materiais Básicos;Químicos;Químicos Diversos
CRPG6.SA;CRPG;CRISTAL;Materiais Básicos;Químicos;Químicos Diversos
CRPG3.SA;CRPG;CRISTAL;Materiais Básicos;Químicos;Químicos Diversos
ENMT3.SA;ENMT;ENERGISA MT;Utilidade Pública;Energia Elétrica;Energia Elétrica
ENMT4.SA;ENMT;ENERGISA MT;Utilidade Pública;Energia Elétrica;Energia Elétrica
BAZA3.SA;BAZA;AMAZONIA    ;Financeiro;Intermediários Financeiros;Bancos
FRIO3.SA;FRIO;METALFRIO   ;Bens Industriais;Máquinas e Equipamentos;Máq. e Equip. Industriais
TELB4.SA;TELB;TELEBRAS    ;Comunicações;Telecomunicações;Telecomunicações
TELB3.SA;TELB;TELEBRAS    ;Comunicações;Telecomunicações;Telecomunicações
BMEB4.SA;BMEB;MERC BRASIL ;Financeiro;Intermediários Financeiros;Bancos
BMEB3.SA;BMEB;MERC BRASIL ;Financeiro;Intermediários Financeiros;Bancos
BRIV4.SA;BRIV;ALFA INVEST ;Financeiro;Intermediários Financeiros;Bancos
BRIV3.SA;BRIV;ALFA INVEST ;Financeiro;Intermediários Financeiros;Bancos
MWET4.SA;MWET;WETZEL S/A  ;Bens Industriais;Material de Transporte;Material Rodoviário
MWET3.SA;MWET;WETZEL S/A  ;Bens Industriais;Material de Transporte;Material Rodoviário
OFSA3.SA;OFSA;OUROFINO S/A;Saúde;Medicamentos e Outros Produtos;Medicamentos e Outros Produtos
PLAS3.SA;PLAS;PLASCAR PART;Consumo Cíclico;Automóveis e Motocicletas;Automóveis e Motocicletas
TEKA4.SA;TEKA;TEKA        ;Consumo Cíclico;Tecidos, Vestuário e Calçados;Fios e Tecidos
TEKA3.SA;TEKA;TEKA        ;Consumo Cíclico;Tecidos, Vestuário e Calçados;Fios e Tecidos
NORD3.SA;NORD;NORDON MET  ;Bens Industriais;Máquinas e Equipamentos;Máq. e Equip. Industriais
SCAR3.SA;SCAR;SAO CARLOS  ;Financeiro;Exploração de Imóveis;Exploração de Imóveis
MGEL4.SA;MGEL;MANGELS INDL;Materiais Básicos;Siderurgia e Metalurgia;Artefatos de Ferro e Aço
MGEL3.SA;MGEL;MANGELS INDL;Materiais Básicos;Siderurgia e Metalurgia;Artefatos de Ferro e Aço
CGAS5.SA;CGAS;COMGAS      ;Utilidade Pública;Gás;Gás
CGAS3.SA;CGAS;COMGAS      ;Utilidade Pública;Gás;Gás
BAUH4.SA;BAUH;EXCELSIOR   ;Consumo não Cíclico;Alimentos Processados;Carnes e Derivados
WHRL4.SA;WHRL;WHIRLPOOL   ;Consumo Cíclico;Utilidades Domésticas;Eletrodomésticos
WHRL3.SA;WHRL;WHIRLPOOL   ;Consumo Cíclico;Utilidades Domésticas;Eletrodomésticos
BGIP3.SA;BGIP;BANESE      ;Financeiro;Intermediários Financeiros;Bancos
BGIP4.SA;BGIP;BANESE      ;Financeiro;Intermediários Financeiros;Bancos
BSLI4.SA;BSLI;BRB BANCO   ;Financeiro;Intermediários Financeiros;Bancos
BSLI3.SA;BSLI;BRB BANCO   ;Financeiro;Intermediários Financeiros;Bancos
MERC4.SA;MERC;MERC FINANC ;Financeiro;Intermediários Financeiros;Soc. Crédito e Financiamento
MERC3.SA;MERC;MERC FINANC ;Financeiro;Intermediários Financeiros;Soc. Crédito e Financiamento
CALI3.SA;CALI;CONST A LIND;Consumo Cíclico;Construção Civil;Incorporações
CALI4.SA;CALI;CONST A LIND;Consumo Cíclico;Construção Civil;Incorporações
CEEB3.SA;CEEB;COELBA      ;Utilidade Pública;Energia Elétrica;Energia Elétrica
CEEB5.SA;CEEB;COELBA      ;Utilidade Pública;Energia Elétrica;Energia Elétrica
CEED3.SA;CEED;CEEE-D      ;Utilidade Pública;Energia Elétrica;Energia Elétrica
CEED4.SA;CEED;CEEE-D      ;Utilidade Pública;Energia Elétrica;Energia Elétrica
GSHP3.SA;GSHP;GENERALSHOPP;Financeiro;Exploração de Imóveis;Exploração de Imóveis
ESTR4.SA;ESTR;ESTRELA     ;Consumo Cíclico;Viagens e Lazer;Brinquedos e Jogos
ESTR3.SA;ESTR;ESTRELA     ;Consumo Cíclico;Viagens e Lazer;Brinquedos e Jogos
DTCY3.SA;DTCY;DTCOM-DIRECT;Bens Industriais;Serviços Diversos;Serviços Diversos
MNDL3.SA;MNDL;MUNDIAL     ;Consumo Cíclico;Tecidos, Vestuário e Calçados;Acessórios
CSRN3.SA;CSRN;COSERN      ;Utilidade Pública;Energia Elétrica;Energia Elétrica
CSRN6.SA;CSRN;COSERN      ;Utilidade Pública;Energia Elétrica;Energia Elétrica
CSRN5.SA;CSRN;COSERN      ;Utilidade Pública;Energia Elétrica;Energia Elétrica
CRIV3.SA;CRIV;ALFA FINANC ;Financeiro;Intermediários Financeiros;Soc. Crédito e Financiamento
CRIV4.SA;CRIV;ALFA FINANC ;Financeiro;Intermediários Financeiros;Soc. Crédito e Financiamento
CEGR3.SA;CEGR;CEG         ;Utilidade Pública;Gás;Gás
TKNO4.SA;TKNO;TEKNO       ;Materiais Básicos;Siderurgia e Metalurgia;Artefatos de Ferro e Aço
TKNO3.SA;TKNO;TEKNO       ;Materiais Básicos;Siderurgia e Metalurgia;Artefatos de Ferro e Aço
EKTR4.SA;EKTR;ELEKTRO     ;Utilidade Pública;Energia Elétrica;Energia Elétrica
EKTR3.SA;EKTR;ELEKTRO     ;Utilidade Pública;Energia Elétrica;Energia Elétrica
BMIN3.SA;BMIN;MERC INVEST ;Financeiro;Intermediários Financeiros;Bancos
BMIN4.SA;BMIN;MERC INVEST ;Financeiro;Intermediários Financeiros;Bancos
BALM4.SA;BALM;BAUMER      ;Saúde;Equipamentos;Equipamentos
BALM3.SA;BALM;BAUMER      ;Saúde;Equipamentos;Equipamentos
AFLT3.SA;AFLT;AFLUENTE T  ;Utilidade Pública;Energia Elétrica;Energia Elétrica
BMKS3.SA;BMKS;BIC MONARK  ;Consumo Cíclico;Viagens e Lazer;Bicicletas
JOPA3.SA;JOPA;JOSAPAR     ;Consumo não Cíclico;Alimentos Processados;Alimentos Diversos
JOPA4.SA;JOPA;JOSAPAR     ;Consumo não Cíclico;Alimentos Processados;Alimentos Diversos
LUXM4.SA;LUXM;TREVISA     ;Bens Industriais;Transporte;Transporte Hidroviário
LUXM3.SA;LUXM;TREVISA     ;Bens Industriais;Transporte;Transporte Hidroviário
HETA4.SA;HETA;HERCULES    ;Consumo Cíclico;Utilidades Domésticas;Utensílios Domésticos
HETA3.SA;HETA;HERCULES    ;Consumo Cíclico;Utilidades Domésticas;Utensílios Domésticos
MOAR3.SA;MOAR;MONT ARANHA ;Financeiro;Holdings Diversificadas;Holdings Diversificadas
BNBR3.SA;BNBR;NORD BRASIL ;Financeiro;Intermediários Financeiros;Bancos
PATI3.SA;PATI;PANATLANTICA;Materiais Básicos;Siderurgia e Metalurgia;Artefatos de Ferro e Aço
PATI4.SA;PATI;PANATLANTICA;Materiais Básicos;Siderurgia e Metalurgia;Artefatos de Ferro e Aço
HBTS5.SA;HBTS;HABITASUL   ;Financeiro;Exploração de Imóveis;Exploração de Imóveis
BRGE8.SA;BRGE;ALFA CONSORC;Financeiro;Previdência e Seguros;Seguradoras
BRGE3.SA;BRGE;ALFA CONSORC;Financeiro;Previdência e Seguros;Seguradoras
BRGE11.SA;BRGE;ALFA CONSORC;Financeiro;Previdência e Seguros;Seguradoras
BRGE6.SA;BRGE;ALFA CONSORC;Financeiro;Previdência e Seguros;Seguradoras
BRGE7.SA;BRGE;ALFA CONSORC;Financeiro;Previdência e Seguros;Seguradoras
BRGE5.SA;BRGE;ALFA CONSORC;Financeiro;Previdência e Seguros;Seguradoras
BDLL4.SA;BDLL;BARDELLA    ;Bens Industriais;Máquinas e Equipamentos;Máq. e Equip. Industriais
BDLL3.SA;BDLL;BARDELLA    ;Bens Industriais;Máquinas e Equipamentos;Máq. e Equip. Industriais
CTKA4.SA;CTKA;KARSTEN     ;Consumo Cíclico;Tecidos, Vestuário e Calçados;Fios e Tecidos
CTKA3.SA;CTKA;KARSTEN     ;Consumo Cíclico;Tecidos, Vestuário e Calçados;Fios e Tecidos
LIPR3.SA;LIPR;ELETROPAR   ;Utilidade Pública;Energia Elétrica;Energia Elétrica
DMFN3.SA;DMFN;DMFINANCEIRA;Financeiro;Intermediários Financeiros;Soc. Crédito e Financiamento
CSAB4.SA;CSAB;SEG AL BAHIA;Financeiro;Previdência e Seguros;Seguradoras
CSAB3.SA;CSAB;SEG AL BAHIA;Financeiro;Previdência e Seguros;Seguradoras
CBEE3.SA;CBEE;AMPLA ENERG ;Utilidade Pública;Energia Elétrica;Energia Elétrica
PEAB3.SA;PEAB;PAR AL BAHIA;Financeiro;Holdings Diversificadas;Holdings Diversificadas
PEAB4.SA;PEAB;PAR AL BAHIA;Financeiro;Holdings Diversificadas;Holdings Diversificadas
MAPT3.SA;MAPT;CEMEPE      ;Outros;Outros;Outros
MAPT4.SA;MAPT;CEMEPE      ;Outros;Outros;Outros
SOND5.SA;SOND;SONDOTECNICA;Bens Industriais;Construção e Engenharia;Engenharia Consultiva
SOND6.SA;SOND;SONDOTECNICA;Bens Industriais;Construção e Engenharia;Engenharia Consultiva
SOND3.SA;SOND;SONDOTECNICA;Bens Industriais;Construção e Engenharia;Engenharia Consultiva
RPAD5.SA;RPAD;ALFA HOLDING;Financeiro;Intermediários Financeiros;Bancos
RPAD6.SA;RPAD;ALFA HOLDING;Financeiro;Intermediários Financeiros;Bancos
RPAD3.SA;RPAD;ALFA HOLDING;Financeiro;Intermediários Financeiros;Bancos
AHEB3.SA;AHEB;SPTURIS     ;Consumo Cíclico;Viagens e Lazer;Produção de Eventos e Shows
AHEB6.SA;AHEB;SPTURIS     ;Consumo Cíclico;Viagens e Lazer;Produção de Eventos e Shows
AHEB5.SA;AHEB;SPTURIS     ;Consumo Cíclico;Viagens e Lazer;Produção de Eventos e Shows
MSPA4.SA;MSPA;MELHOR SP   ;Materiais Básicos;Madeira e Papel;Papel e Celulose
MSPA3.SA;MSPA;MELHOR SP   ;Materiais Básicos;Madeira e Papel;Papel e Celulose
ODER4.SA;ODER;ODERICH     ;Consumo não Cíclico;Alimentos Processados;Alimentos Diversos
CASN3.SA;CASN;CASAN       ;Utilidade Pública;Água e Saneamento;Água e Saneamento
CASN4.SA;CASN;CASAN       ;Utilidade Pública;Água e Saneamento;Água e Saneamento
GPAR3.SA;GPAR;CELGPAR     ;Utilidade Pública;Energia Elétrica;Energia Elétrica
TCNO4.SA;TCNO;TECNOSOLO   ;Bens Industriais;Construção e Engenharia;Engenharia Consultiva
TCNO3.SA;TCNO;TECNOSOLO   ;Bens Industriais;Construção e Engenharia;Engenharia Consultiva
FIGE3.SA;FIGE;INVEST BEMGE;Outros;Outros;Outros
FIGE4.SA;FIGE;INVEST BEMGE;Outros;Outros;Outros
CORR4.SA;CORR;COR RIBEIRO ;Financeiro;Exploração de Imóveis;Exploração de Imóveis
BPAR3.SA;BPAR;BANPARA     ;Financeiro;Intermediários Financeiros;Bancos
APTI4.SA;APTI;ALIPERTI    ;Consumo não Cíclico;Agropecuária;Agricultura
VSPT3.SA;VSPT;FER C ATLANT;Bens Industriais;Transporte;Transporte Ferroviário
MMAQ4.SA;MMAQ;MINASMAQUINA;Bens Industriais;Comércio;Material de Transporte
AGRI11.SA;AGRI;BB ETF IAGRO;;;ETF
BBOV11.SA;BBOV;BB ETF IBOV;;;ETF
BBOI11.SA;BBOI;BB ETF BOI G;;;ETF
CORN11.SA;CORN;BB ETF MILHO;;;ETF
BBSD11.SA;BBSD;BB ETF SP DV;;;ETF
BMMT11.SA;BMMT;B INDEX MOME;;;ETF
BREW11.SA;BREW;B INDEX BREW;;;ETF
BDEF11.SA;BDEF;B INDEX DEFE;;;ETF
IBOB11.SA;IBOB;PACTUAL IBOV;;;ETF
ESGB11.SA;ESGB;ETF ESG BTG;;;ETF
SPXB11.SA;SPXB;BTG S&P 500;;;ETF
GENB11.SA;GENB;ETF BTG GENB;;;ETF
SMAB11.SA;SMAB;BTG SMLL CAP;;;ETF
CMDB11.SA;CMDB;BTG COMMODIT;;;ETF
XBOV11.SA;XBOV;CAIXAETFXBOV;;;ETF
CRPT11.SA;CRPT;CRIPTO20 EMP;;;ETF
BOVB11.SA;BOVB;ETF BRA IBOV;;;ETF
TRIG11.SA;TRIG;TRG SMIC CAP;;;ETF
META11.SA;META;META HASH;;;ETF
DEFI11.SA;DEFI;DEFI HASH;;;ETF
BITH11.SA;BITH;BITCOIN HASH;;;ETF
HASH11.SA;HASH;HASHDEX NCI;;;ETF
ETHE11.SA;ETHE;ETHER HASH;;;ETF
WEB311.SA;WEB3;SMART HASH;;;ETF
TECB11.SA;TECB;TECH BRASIL;;;ETF
GURU11.SA;GURU;ETF GURU;;;ETF
PEVC11.SA;PEVC;INVESTO PEVC;;;ETF
5GTK11.SA;5GTK;INVESTO 5GTK;;;ETF
JOGO11.SA;JOGO;INVESTO JOGO;;;ETF
FOOD11.SA;FOOD;INVESTO FOOD;;;ETF
ALUG11.SA;ALUG;INVESTO ALUG;;;ETF
USTK11.SA;USTK;INVESTO USTK;;;ETF
SVAL11.SA;SVAL;INVESTO SVAL;;;ETF
WRLD11.SA;WRLD;INVESTO WRLD;;;ETF
BDOM11.SA;BDOM;INVESTO BDOM;;;ETF
BXPO11.SA;BXPO;INVESTO BXPO;;;ETF
SCVB11.SA;SCVB;INVESTO SCVB;;;ETF
BTEK11.SA;BTEK;INVESTO BTEK;;;ETF
BLOK11.SA;BLOK;INVESTO BLOK;;;ETF
NFTS11.SA;NFTS;INVESTO NFTS;;;ETF
SMAL11.SA;SMAL;ISHARES SMAL;;;ETF
BOVA11.SA;BOVA;ISHARES BOVA;;;ETF
BRAX11.SA;BRAX;ISHARES BRAX;;;ETF
ECOO11.SA;ECOO;ISHARES ECOO;;;ETF
IVVB11.SA;IVVB;ISHARE SP500;;;ETF
BITI11.SA;BITI;ETF GALAXY B;;;ETF
BOVV11.SA;BOVV;IT NOW IBOV;;;ETF
DIVO11.SA;DIVO;IT NOW IDIV;;;ETF
FIND11.SA;FIND;IT NOW IFNC;;;ETF
GOVE11.SA;GOVE;IT NOW IGCT;;;ETF
MATB11.SA;MATB;IT NOW IMAT;;;ETF
ISUS11.SA;ISUS;IT NOW ISE;;;ETF
HTEK11.SA;HTEK;IT NOW HCARE;;;ETF
DNAI11.SA;DNAI;IT NOW DNA;;;ETF
MILL11.SA;MILL;IT NOW MILL;;;ETF
TECK11.SA;TECK;IT NOW TECK;;;ETF
PIBB11.SA;PIBB;IT NOW PIBB;;;ETF
REVE11.SA;REVE;IT NOW GREEN;;;ETF
YDRO11.SA;YDRO;IT NOW HYDRO;;;ETF
SHOT11.SA;SHOT;IT NOW SHOT;;;ETF
SPXI11.SA;SPXI;IT NOW SPXI;;;ETF
SMAC11.SA;SMAC;IT NOW SMALL;;;ETF
BCIC11.SA;BCIC;B INDEX CICL;;;ETF
QDFI11.SA;QDFI;QR DEFI;;;ETF
QBTC11.SA;QBTC;QR BITCOIN;;;ETF
QETH11.SA;QETH;QR ETHER;;;ETF
ELAS11.SA;ELAS;SAFRAETFELAS;;;ETF
BOVS11.SA;BOVS;SAFRAETFIBOV;;;ETF
USAL11.SA;USAL;TREND US LRG;;;ETF
URET11.SA;URET;TREND U REIT;;;ETF
BOVX11.SA;BOVX;TREND IBOVX;;;ETF
XFIX11.SA;XFIX;TREND IFIX-L;;;ETF
GOLD11.SA;GOLD;TREND OURO;;;ETF
ACWI11.SA;ACWI;TREND ACWI;;;ETF
ASIA11.SA;ASIA;TREND ASIA;;;ETF
XINA11.SA;XINA;TREND CHINA;;;ETF
ESGD11.SA;ESGD;TREND ESG D;;;ETF
ESGE11.SA;ESGE;TREND ESG E;;;ETF
EURP11.SA;EURP;TREND EUROPA;;;ETF
UTEC11.SA;UTEC;TREND US TEC;;;ETF
ESGU11.SA;ESGU;TREND ESG US;;;ETF
NASD11.SA;NASD;TREND NASDAQ;;;ETF
XMAL11.SA;XMAL;TREND SMALL;;;ETF
BTC-USD;BITCOIN DOL;;;;CRIPTO
ETH-USD;ETHERIUM DOL;;;;
